Company_Name,Battery Waste,Biomedical Waste,E-Waste Generated,Energy Intensity,Hazardous Air Pollutants,Plastic Waste Generated,Radioactive Waste,Scope 1 GHG Emissions,Scope 2 GHG Emissions,Scope 3 GHG Emissions,Total Energy Consumption,Total Energy from Non-Renewable Sources,Total Energy from Renewable Sources,Total Waste Disposed,Total Waste Generated,Total Waste Recovered,Total Water Discharged,Total Water Withdrawal,Waste Intensity,Waste Recycled,Waste Reused,Water Intensity,Land_Footprint_Hectares_x,Biodiversity_MSA_Loss,Sector,Data_Tier,Land_Footprint_Hectares_y,Total_Indicators,Data_Completeness_Pct
SUMITOMO CHEMICAL INDIA LIMITED,0.11,0.12,1.05,1.81138e-05,0.0,3107.0,0.0,29556.0,17763.0,8483.0,554432.0,523035.0,31397.0,10962.91,14438.28,9842.0,206949.0,493537.0,4.717e-07,3490.0,4485.0,1.61243e-05,20.0,0.576,Chemicals & Fertilizers,Tier 2,20.0,25,100.0
SUNDARAM FINANCE LIMITED,0.0,0.0,8.64,1.3217e-06,0.0,0.0,0.0,2387.83,6838.59,,86178.28,80954.09,5224.19,0.0,49.18,49.184,89333.28,89333.28,8e-10,49.184,0.0,1.37e-06,0.1,0.624,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
SUPREME PETROCHEM LIMITED,1.9,0.003,5.23,6.6693e-06,0.0,23.18,0.0,12425.0,29482.0,0.0,400267.0,345070.0,55197.0,9.05,1974.313,14.13,127304.0,565692.0,3.29e-08,14.13,0.0,9.4257e-06,5.0,0.696,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
SUZLON ENERGY LIMITED,437.0,0.01,99.0,3.8025e-06,0.0,1637.0,0.0,9002.0,39924.0,795453.0,410930.7,318502.4,92428.3,2216.0,30408.01,27412.0,50443.05,255838.74,2.814e-07,27403.0,9.0,1.9006e-06,5.0,1.125,Power Generation,Tier 2,5.0,25,100.0
Safari Industries India Limited,0.0,0.0,0.26,3.9167e-06,,369.48,0.0,83.0,12554.0,,69387.0,63628.0,5759.0,0.0,1673.14,1673.14,0.0,25742.0,9.44e-08,1673.14,0.0,1.4531e-06,,0.504,Chemicals & Fertilizers,Tier 2,,21,84.0
Sandur Manganese  Iron Ores Limited,5.69,0.502,0.0,3.88017e-05,0.0,0.0,0.0,11958.39,24088.02,,752185.69,425936.84,326248.85,19038.64,20238.8,1194.0,38830.0,432441.0,1.044e-06,0.0,1194.0,2.23076e-05,,0.612,Chemicals & Fertilizers,Tier 2,,22,88.0
Schneider Electric Infrastructure Limited,1.44,0.01,5.67,1.5831e-06,0.0,36.0,0.0,1435.74,5445.54,,41740.6,35726.6,6014.0,3.28,2111.85,2098.7,32714.17,75783.0,8.01e-08,2098.7,0.0,2.4041e-06,5.0,0.66,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Sheela Foam Limited,0.02,0.0,0.72,15.4019230844,0.0,206.256,0.0,422.62,6265.91,,39852.63,33719.22,6133.41,2017.86,2017.856,0.0,13931.5,71205.11,0.7798447156,0.0,0.0,22.1346429579,5.0,0.744,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Shoppers Stop Limited,0.0,0.0,22.92,5.9119e-06,0.0,8.12,0.0,738.94,52436.61,,262227.35,262227.35,0.0,482.88,505.8,22.92,160078.68,200098.35,1.14e-08,22.92,0.0,4.5112e-06,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Shree Renuka Sugars Limited,7.32,0.03,19.72,0.0001535581,0.0,670.34,0.0,1393180.23,7928.48,1937.12,15784849.07,3172242.84,12612606.23,58756.83,165703.93,106946.11,1024250.0,3149152.32,1.612e-06,506.12,72583.66,2.48798e-05,3.0,0.624,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
Shriram Finance Limited,28.63,0.0,255.0,4.392e-07,0.0,0.42,0.0,4236.19,24663.04,311499.57,183863.61,183863.61,0.0,0.0,614.11,614.11,1121402.88,1121402.88,1.5e-09,0.0,0.0,2.679e-06,0.1,0.696,Chemicals & Fertilizers,Tier 2,0.1,25,100.0
Shyam Metalics and Energy Limited,8.0,0.11,11.32,8.34074e-05,0.0,2.13,0.0,5443997.66,384366.4,,12625785.75,12601509.73,24276.02,791.12,55044.1,53.37,0.0,7174955.15,3.636e-07,51.1,1.52,4.73986e-05,5.0,1.125,Power Generation,Tier 2,5.0,24,96.0
Signatureglobal India Limited,0.004,0.84,0.0,1.3061e-06,0.0,2.5,0.0,478.48,4806.49,,32626.58,32424.57,202.01,1267.3,1267.297,1267.3,0.0,123632.92,5.07e-08,614.97,651.49,4.9492e-06,,0.504,Chemicals & Fertilizers,Tier 2,,22,88.0
Sobha Limited,1.52,0.6,0.0,3.0678e-06,0.0,215.45,0.0,2771.78,16998.23,,128924.71,120543.04,8381.67,3100.37,4852.75,1752.38,70443.9,1249330.94,1.155e-07,1752.38,0.0,2.97284e-05,3.2376,0.612,Chemicals & Fertilizers,Tier 2,3.2376,24,96.0
Solar Industries India Limited,4.8,0.005,4.52,221.0467621056,0.0,579.16,0.0,65713.0,18649.0,,985117.0,786989.0,198128.0,5100.83,7428.785,2253.42,0.0,506836.0,1.6669176053,2253.42,0.0,113.7270565005,20.0,0.66,Chemicals & Fertilizers,Tier 2,20.0,24,96.0
Sona BLW Precision Forgings Limited,5.5,0.01,0.67,11.0741588953,0.0,97.13,0.0,5174.0,59485.0,,392692.0,379053.0,13639.0,685.0,21489.97,20804.92,0.0,148640.0,0.6060305339,20798.74,6.18,4.1917405452,10.0,0.744,Chemicals & Fertilizers,Tier 2,10.0,24,96.0
Sonata Software Limited,11.31,0.0,0.08,0.0001179555,0.0,0.4,0.0,81.6,637.3,2168.91,11981032.0,2677367.0,9303665.0,0.0,41.09,0.0,4439.65,7287.0,4e-10,0.0,0.0,7.17e-08,0.5,0.048,Information Technology,Tier 2,0.5,25,100.0
Star Cement Limited,5.89,0.01,1.79,3.878e-07,0.0,2261.13,0.0,2633230.0,111400.0,,12308.0,10412.0,1896.0,1792.19,4055.11,2262.92,0.0,1265735.0,1.278e-07,2262.92,0.0,3.98787e-05,50.0,0.52,Cement,Tier 2,50.0,24,96.0
Star Health and Allied Insurance Company Limited,0.0,0.0,16.34,2.426e-07,,0.0,0.0,0.01,8159.27,2209.13,40711.48,36750.95,3960.53,0.0,1113.02,0.0,0.0,171134.0,6.6e-09,0.0,0.0,1.0198e-06,0.1,0.696,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
Steel Authority of India Limited,512.0,0.0,39.0,0.0005269681,0.0,0.97,0.0,52178648.0,4796073.0,4839242.0,519431.0,518031.0,1400.0,969314.0,14144421.97,15365364.0,41809132.0,129577216.0,0.0143496623,1870588.0,2245648.0,0.0890416286,500.0,0.81,Steel & Iron,Tier 2,500.0,25,100.0
Sterling and Wilson Renewable Energy Limited,0.0,0.0233,4.911,9.3846e-06,0.0,0.0,0.0,4974.9,946.03,,591415.09,71497.95,519917.14,2374.887,2379.8444,,0.0,123834.92,3.78e-08,2083.78,291.107,1.965e-06,1.0,1.05,Power Generation,Tier 2,1.0,23,92.0
Sun Pharma Advanced Research Company Limited,0.0,5.0,0.0,3.78731e-05,0.0,0.0,0.0,,,,27180.0,27180.0,0.0,50.0,50.0,0.0,3921.0,35665.0,6.97e-08,0.0,0.0,4.96962e-05,1.0,0.255,Pharmaceuticals,Tier 2,1.0,22,88.0
Sun Pharmaceutical Industries Limited,16.91,72.65,8.43,1.26405e-05,0.0,1111.94,0.0,156242.0,236080.0,,2907741.55,1460542.5,1447199.05,9250.18,39089.44,29443.91,96773.0,1784738.38,1.699e-07,25938.72,460.5,7.3379e-06,1.0,0.275,Pharmaceuticals,Tier 2,1.0,24,96.0
Sun TV Network Limited,0.0,0.0,0.0,1.024e-06,,2.93,0.0,1183.47,1469.14,,39717.91,11479.91,28238.0,0.0,53.3,0.0,11728.0,26019.0,1.4e-09,0.0,0.0,6.708e-07,5.0,0.744,Chemicals & Fertilizers,Tier 2,5.0,23,92.0
Sundram Fasteners Limited,6.78,0.035,13.89,2.70382e-05,0.0,178.68,0.0,24389.0,108297.0,,1408619.0,842395.0,566224.0,1637.02,39273.655,37636.63,6795.0,634600.0,7.539e-07,36277.14,429.87,1.20506e-05,10.0,0.576,Chemicals & Fertilizers,Tier 2,10.0,24,96.0
Supreme Industries Limited,8.73,0.0075,21.97,1.61444e-05,0.0,8026.81,0.0,18976.48,223807.27,0.0,1686487.25,1381439.93,305047.32,14757.28,14766.0075,8.73,64219.81,1248130.95,1.414e-07,8.73,0.0,1.04144e-05,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Syngene International Limited,73.99,128.48,3.74,1.25387e-05,0.0,181.98,0.01,6637.0,6958.0,57505.0,456710.0,90291.0,366419.0,190.6,4214.88,4018.59,5817.0,175541.0,1.157e-07,4018.59,0.0,4.8193e-06,1.0,0.696,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
Syrma SGS Technology Limited,0.45,0.0,19.5,0.0041435127,0.0,181.47,0.0,1050.68,17189.86,,94378859.76,93923200.56,455659.2,1.39,954.05,279.41,5321.5,74263.95,4.19e-08,201.46,77.95,3.2604e-06,5.0,0.045,Information Technology,Tier 2,5.0,24,96.0
TATA CHEMICALS LIMITED,13.0,13.0,40.0,0.000345768,249.0,1399.0,0.0,4770357.0,75534.0,229398.0,51474482.0,50945673.0,528809.0,30227.0,510237.0,428001.0,81827012.0,100329509.0,3.4274e-06,19865.0,404937.0,0.0001242863,20.0,0.504,Chemicals & Fertilizers,Tier 2,20.0,25,100.0
TATA COMMUNICATIONS LIMITED,93.3,0.0,273.19,50.83,0.0,7.2,0.0,4424.0,68911.0,183454.0,663139.0,438258.0,224881.0,30.13,547.8,515.84,43193.0,204365.0,0.047,472.14,0.0,0.0,0.2,0.612,Chemicals & Fertilizers,Tier 2,0.2,25,100.0
TBO Tek Limited,0.0,0.0,2.35,8.522e-07,,0.0,0.0,60.73,822.21,,4908.18,4908.18,0.0,1.5,3.85,2.35,14558.44,18198.05,7e-10,2.35,0.0,6.319e-07,5.0,0.66,Chemicals & Fertilizers,Tier 2,5.0,23,92.0
TEGA INDUSTRIES LIMITED,0.0,0.0,0.0,1.7e-08,0.0,9.33,0.0,6539.12,8627.16,5179.84,151.75,151.75,0.0,20.99,1270.59,1249.56,0.0,99466.19,1.42e-07,0.0,0.0,1.11123e-05,5.0,0.744,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
THE NEW INDIA ASSURANCE COMPANY LIMITED,0.0,0.0,0.0,2.699e-07,,0.0,0.0,2669.0,16190.0,0.0,117730.0,117730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.044e-07,0.1,0.576,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
THE PHOENIX MILLS LIMITED,0.26,0.0003,0.016,1.00614e-05,0.0,31.29,0.0,173.25,2255.0,,48910.52,11168.69,37741.83,0.0,194.9663,50.21,0.0,176550.0,4.01e-08,45.62,4.59,3.63181e-05,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
TITAGARH RAIL SYSTEMS LIMITED,0.0,0.0,5.6,78.4638188017,0.0,38.77,0.0,18767.34,33399.0,2.78,303327.0,299223.0,4104.0,21.2,13719.37,16500.0,54960.0,117960.0,3.5488900156,0.0,16500.0,12.9442136468,5.0,0.696,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
TRIDENT LIMITED,18.84,0.09,22.7,0.0001613103,0.0,1034.97,0.0,658509.0,360850.0,,11236698.02,6480760.52,4755937.5,153252.21,284725.11,131473.12,0.0,11961738.0,4.0874e-06,92048.07,7841.01,0.000189877,5.0,0.54,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
TTK PRESTIGE LIMITED,0.2,0.05,5.58,46.0617629391,0.0,78.48,0.0,2370.0,12597.0,,116551.0,108930.0,7621.0,221.55,4175.1,3953.55,76321.0,131303.0,1.6500284549,2969.73,0.0,51.8918555756,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
TVS Holdings Limited,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,17,68.0
TVS Motor Company Limited,792.25,0.629,36.4,18.6658,0.0,582.23,0.0,20440.92,2963.09,0.0,676660.0,336275.0,340385.0,2934.51,20902.2,17967.76,406561.0,618079.0,0.5766,17967.76,0.0,18.9005,10.0,0.66,Chemicals & Fertilizers,Tier 2,10.0,25,100.0
TVS Supply Chain Solutions Limited,47.0,0.0,2.5,3.2e-09,,3.0,0.0,440.77,10912.0,,59.86,59.86,0.0,0.0,556.5,0.0,0.0,18238.0,2.95e-08,0.0,0.0,9.674e-07,97.0,0.744,Chemicals & Fertilizers,Tier 2,97.0,23,92.0
Tamilnad Mercantile Bank Limited,0.0,0.0,2.1,1.9226e-06,,8.5,0.0,1644.04,18442.54,,118083.51,113511.51,4572.0,10.6,10.6,0.0,148500.0,148500.0,2e-10,0.0,0.0,2.4179e-06,5.0,0.0048,Financial Services,Tier 2,5.0,23,92.0
Tanla Platforms Limited,0.0,0.0,0.25,1.632e-07,,0.08,0.0,102.52,1029.0,958.93,6574.69,6571.23,3.46,0.0,14.43,0.0,0.0,8059.4,4e-10,0.0,0.0,2.001e-07,0.5,0.624,Chemicals & Fertilizers,Tier 2,0.5,24,96.0
Tata Consultancy Services Limited,343.0,0.3,740.9,0.0007601819,,262.0,0.0,20494.8,55599.0,523810.0,1940926732.0,403288984.0,1537637748.0,2643.8,9983.0,5874.7,616485.0,3488269.0,3.9e-09,5408.7,466.0,1.1248e-06,0.5,0.696,Chemicals & Fertilizers,Tier 2,0.5,24,96.0
Tata Consumer Products Limited,10.0,143.0,1.0,1.06058e-05,0.0,6491.0,0.0,64943.0,71211.0,,1868559.0,893600.0,974959.0,253.0,24065.0,23981.0,33132.0,4015617.0,1.366e-07,21733.0,0.0,3.70794e-05,3.0,0.54,Chemicals & Fertilizers,Tier 2,3.0,24,96.0
Tata Elxsi Limited,14.31,0.0,1.22,13.4334413147,0.0,3.61,0.0,114.9,4826.0,2606.0,50093.84,24686.65,25407.19,0.0,45.7,14.31,72089.0,73704.0,0.0122551649,14.31,0.0,19.7648724605,0.5,0.504,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Tata Investment Corporation Limited,0.0,0.0,0.15,2e-08,,0.01,0.0,0.0,34.04,796.0,161.68,161.68,0.0,0.0,0.17,0.17,0.0,268.22,0.0,0.17,0.0,3.33e-08,0.1,0.612,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
Tata Motors Limited,202.0,2.8,137.0,2.6274e-06,0.0,1994.0,0.0,43754.0,131407.0,144944801.0,1787237.0,1254261.0,532976.0,24232.0,102600.8,78369.0,185565.0,2847107.0,1.508e-07,73673.0,0.0,3.9127e-06,5.0,0.66,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Tata Steel Limited,687.0,256.0,201.0,0.0004433917,0.0,2359.0,0.0,61.0,5.0,23.0,587567890.25,587183028.28,384861.97,20100.0,17352473.0,19438386.0,12220148.02,110829245.15,1.30946e-05,16479338.0,2959048.0,7.44126e-05,500.0,1.116,Steel & Iron,Tier 2,500.0,25,100.0
Tata Technologies Limited,8.73,0.4,8.62,1.0084e-06,0.0,3.05,0.0,701.0,7293.0,,52119.3,52028.0,91.3,184.68,202.03,17.35,30663.0,142130.0,3.9e-09,17.35,0.0,2.1567e-06,0.5,0.048,Information Technology,Tier 2,0.5,24,96.0
Tata Teleservices Maharashtra Limited,85.54,0.0,12.87,4.3976e-06,0.0,0.24,0.0,117.0,11299.0,30.0,57522.0,57522.0,0.0,0.0,151.51,151.46,0.0,9901.0,1.16e-08,134.3,0.0,7.569e-07,,0.624,Chemicals & Fertilizers,Tier 2,,23,92.0
Tech Mahindra Limited,182.31,1.3,30.73,1.0185e-06,0.0,14.3,0.0,12435.0,76735.0,37775.0,539677.0,417454.0,122223.0,7.9,615.4,607.5,133458.0,740510.19,1.2e-09,607.5,0.0,1.1456e-06,0.5,0.058,Information Technology,Tier 2,0.5,25,100.0
Techno Electric  Engineering Company Limited,0.0,0.0,4.41,10.7868442964,,19.28,0.0,1788.0,1005.0,,25910.0,25910.0,0.0,227.83,227.83,0.0,6432.0,33127.0,0.0948501249,0.0,0.0,13.7914238135,,0.045,Information Technology,Tier 2,,21,84.0
Tejas Networks Limited,13.02,0.0,32.0,5470.0267953381,0.0,92.47,0.0,582.92,9028.21,0.0,48769282.0,48769282.0,0.0,384.59,1736.612,31.9,16093.0,29189.0,0.1947806854,31.9,0.0,3.2738766203,0.2,0.504,Chemicals & Fertilizers,Tier 2,0.2,25,100.0
The Ramco Cements Limited,22.0,0.44,13.0,5.665e-07,0.0,365.0,0.0,10283160.03,244925.03,,48128.0,46121.0,2007.0,85.0,100582.44,101796.0,0.0,2130043.0,1.184e-06,101796.0,0.0,2.50738e-05,50.0,0.51,Cement,Tier 2,50.0,24,96.0
Thermax Limited,0.04,0.0,15.0,4.4263e-06,0.0,151.0,0.0,7384.0,12059.0,,276827.0,140859.0,135968.0,3606.0,17716.04,14111.0,379091.0,772484.0,2.833e-07,14040.0,71.0,6.2902e-06,5.0,0.66,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Thomas Cook  India  Limited,0.0,0.0,0.0,5.7066949724,,0.0,0.0,13.32,23303.94,,118340041604.92,118340041604.92,0.0,0.0,0.0,0.0,21547.0,48865.0,0.0,0.0,0.0,1.3174e-06,,0.744,Chemicals & Fertilizers,Tier 2,,21,84.0
Timken India Limited,4.75,0.00416,8.22,8.3845e-06,0.0,196.19,0.0,4482.77,32755.41,0.0,263928.54,254720.25,9208.29,247.7342,5524.47416,5275.41,0.0,175510.0,1.755e-07,5274.14,0.0,5.5756e-06,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Titan Company Limited,12.0,25.0,34.0,4.343e-07,0.0,278.0,0.0,3952.0,26326.0,0.0,238199.0,165041.0,73158.0,2619.0,3022.0,396.0,12158.0,312275.0,5.5e-09,396.0,0.0,5.472e-07,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Torrent Pharmaceuticals Limited,29.01,37.73,9.06,9.0774e-06,0.0,714.43,0.0,8937.0,78592.0,,878912.0,514070.0,364842.0,1571.89,4967.69,3395.8,0.1189,1.1,5.13e-08,3395.8,0.0,0.0,1.0,0.29,Pharmaceuticals,Tier 2,1.0,24,96.0
Torrent Power Limited,30.77,0.06,187.5,0.0002349364,0.0,246.74,0.0,4.86,1.32,0.0,68519835.0,68513139.0,6696.0,3185.6,436133.52,362819.55,148345.0,15387629.0,1.4954e-06,5521.35,356983.43,5.22515e-05,100.0,1.125,Power Generation,Tier 2,100.0,25,100.0
Triveni Engineering  Industries Limited,9.85,0.12,9.99,0.0003277998,0.0,1463.52,0.0,42858.87,2132.98,44287.57,21816384.8,51093.35,21765291.45,1.7,1843.41,1841.71,952203.64,1461879.14,2.77e-08,1831.99,0.0,2.19653e-05,,0.504,Chemicals & Fertilizers,Tier 2,,23,92.0
Triveni Turbine Limited,0.0,0.0,1.76,3.9297e-06,0.0,0.27,0.0,4142.84,3353.61,,70454.31,64215.47,6238.84,373.86,375.62,1.76,0.0,88662.28,2.1e-08,1.76,0.0,4.9452e-06,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Tube Investments of India Limited,3.0,0.06,5.0,1.98801e-05,0.0,165.0,0.0,49159.0,48916.0,2.13,1477372.0,1024050.0,453322.0,4796.0,125274.06,120550.0,0.0,552057.0,1.6857e-06,117926.0,0.0,7.4287e-06,10.0,0.66,Chemicals & Fertilizers,Tier 2,10.0,25,100.0
UNION BANK OF INDIA,0.0,0.0,18.09,7.128e-07,,0.0,0.0,11161.31,166961.24,32464378.0,909127.76,892585.34,16542.42,0.0,18.09,18.09,862050.4,862050.4,0.0,18.09,0.0,6.759e-07,0.1,0.0062,Financial Services,Tier 2,0.1,24,96.0
UNITED BREWERIES LIMITED,0.64,0.37,0.71,1.05e-08,0.0,12883.19,0.0,5389.81,0.0,,2044.25,39.66,2004.59,23131.16,286111.45,262979.96,315896.0,4286977.0,1.4747e-06,259052.6,3927.36,2.04686e-05,3.0,0.576,Chemicals & Fertilizers,Tier 2,3.0,24,96.0
UPL LIMITED,69.0,0.28,1.52,7.7758e-05,0.0,3622.0,0.0,657111.0,160730.0,3528091.0,8913334.0,8229653.0,683681.0,124735.0,183595.8,58860.0,1381691.0,4157572.0,1.6017e-06,58860.0,0.0,2.42162e-05,20.0,0.624,Chemicals & Fertilizers,Tier 2,20.0,25,100.0
UTI Asset Management Company Limited,3.65,0.0,1.24,9.81e-07,,0.0,0.0,21.41,1865.46,0.0,14216.98,9414.42,4802.56,120.97,150.94,29.96,35400.79,45736.82,1.04e-08,23.1,0.0,7.132e-07,0.1,0.696,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
Ujjivan Small Finance Bank Limited,0.0,0.0,10.13,1.0253e-06,,0.0,0.0,600.52,13270.24,17907.95,73826.67,73775.58,51.09,51.8,61.93,10.13,0.0,0.0,9e-10,10.13,0.0,2.1621e-06,0.1,0.0045,Financial Services,Tier 2,0.1,24,96.0
UltraTech Cement Limited,216.0,3.0,215.0,4.702312668,0.0,1141.0,0.0,81107852.0,1884213.56,12711286.88,357164.77,347596.57,9568.2,2.27,2923264.0,2902991.0,0.0,31459067.0,38.4867223583,52926.0,2850065.0,403.6105790353,50.0,0.42,Cement,Tier 2,50.0,25,100.0
United Spirits Limited,1.0,0.0,1.0,3.4983e-06,0.0,655.0,0.0,2386.0,9857.0,1291031.0,936852.0,57628.0,879224.0,21.0,64777.0,64756.0,6657.0,678414.0,2.419e-07,64749.0,3.0,2.5084e-06,3.0,0.612,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
Uno Minda Limited,108.49,0.032,184.17,1.54046e-05,0.0,1936.37,0.0,73662.0,119525.0,0.0,1918744.0,1746395.0,172349.0,4927.0,16810.602,11783.0,127870.0,859533.0,1.35e-07,10847.0,147.0,6.597e-06,10.0,0.66,Chemicals & Fertilizers,Tier 2,10.0,25,100.0
Usha Martin Limited,0.37,0.25,3.4,0.0001065971,0.0,37.09,0.0,187661.95,21105.98,243007.19,2314289.35,2280423.59,33865.76,3939.59,114803.54,110814.94,322795.0,1080418.0,5.2879e-06,21684.5,89130.44,4.97645e-05,5.0,0.744,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
V-GUARD INDUSTRIES LIMITED,323.58,0.01,28.99,2.1567e-06,0.0,561.95,0.0,2433.6,12707.89,,114494.43,97052.55,17441.88,222.86,3864.65,3531.03,16202.39,96114.46,7.28e-08,1279.87,0.41,1.5053e-06,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
VALOR ESTATE LIMITED,1.43,0.0,0.75,9.577e-06,0.0,20.0,0.0,1552.0,0.0,,108514.88,99684.43,8830.45,40.0,1006.17,943.99,108217.0,288502.71,8.88e-08,940.0,3.99,2.54618e-05,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
VIP INDUSTRIES LIMITED,0.0,0.0,0.12,2.7655e-06,0.0,27.0,0.0,129.0,12012.0,,60001.0,60001.0,0.0,0.0,356.54,357.04,0.0,150824.0,1.64e-08,357.04,0.0,6.9515e-06,5.0,0.696,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Varroc Engineering Limited,39.56,0.03,16.57,2.57677e-05,0.0,2073.0,0.0,2157.0,100639.0,,1898004.6,1379809.14,518195.46,1361.0,12375.16,11014.0,69862.36,443989.0,1.68e-07,10349.0,464.0,5.5965e-06,10.0,0.54,Chemicals & Fertilizers,Tier 2,10.0,24,96.0
Vedant Fashions Limited,0.0,0.0,0.996,3.299e-07,,100.598,0.0,7.58,906.29,,4573.57,4573.57,0.0,5.636,106.214,55.65,0.0,581.8,7.7e-09,55.65,0.0,4.2e-08,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,23,92.0
Vedanta Limited,448.0,28.0,138.0,0.0004401524,169.0,709.0,0.0,63324730.0,3594210.0,45801609.0,673292252.0,663214139.0,10078113.0,77053731.0,142858732.0,48431277.0,12270990.0,216673207.0,9.33913e-05,5390266.0,29585146.0,0.0001624777,500.0,0.612,Chemicals & Fertilizers,Tier 2,500.0,25,100.0
Vinati Organics Limited,6.43,0.01,0.25,0.0001071167,0.0,174.5,0.0,294797.0,23356.0,,2408090.0,2264989.0,143101.0,300.0,6290.19,5828.0,12270.0,902313.0,2.798e-07,5828.0,0.0,4.30312e-05,20.0,0.66,Chemicals & Fertilizers,Tier 2,20.0,24,96.0
Vodafone Idea Limited,1447.38,0.0,351.83,4.5128e-06,,19.09,0.0,8537.88,336218.27,0.0,1947595.0,1778503.0,169092.0,4287.5,4287.49,0.0,102033.0,170370.0,9.9e-09,0.0,0.0,1.583e-07,0.2,0.744,Chemicals & Fertilizers,Tier 2,0.2,24,96.0
Voltamp Transformers Limited,0.0,0.0,4.5,1.925e-06,0.0,75.0,0.0,1258.36,3036.8,0.0,37233.0,33249.0,3984.0,401.77,1176.28,703.0,0.0,24672.0,6.08e-08,651.0,52.0,1.2755e-06,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Voltas Limited,1.81,0.04,43.33,1.0411e-06,0.0,111.85,0.0,2341.43,15722.03,35553619.89,117600.6,113733.48,3867.12,4135.95,6299.93,2168.19,15393.31,169667.59,5.58e-08,2131.11,37.08,1.3658e-06,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Waaree Renewable Technologies Limited,0.0,0.0,0.01,3.943e-07,,8.2,0.0,313.4,213.8,,6299.0,6029.0,270.0,0.0,66.22,0.0,0.0,80066.0,4.1e-09,0.0,0.0,5.0121e-06,5.0,0.058,Information Technology,Tier 2,5.0,23,92.0
Welspun Corp Limited,7.0,0.0,2.0,0.0002025186,0.0,783.0,0.0,1702995.0,265425.0,,17892903.0,17780328.0,112575.0,640.0,336069.0,335429.0,127305.0,1616271.0,3.8038e-06,289443.0,44891.0,1.82936e-05,5.0,0.54,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Welspun Living Limited,55.34,0.385,11.0,7.37765e-05,0.0,484.0,0.0,256451.0,465706.0,566380.0,6361345.0,4418735.0,1942610.0,66.515,31516.725,31451.0,4522109.0,5036970.0,3.655e-07,24080.0,7371.0,5.9712e-06,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Whirlpool of India Limited,3.48,0.04,305.0,2.2494e-06,0.0,8801.0,0.0,2215.0,19496.0,8884423.0,166921.0,135434.0,31487.0,93.0,14770.52,14678.0,6667.0,179931.0,1.99e-07,7495.0,7183.0,2.3348e-06,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Wipro Limited,159.0,4.0,171.0,0.0008487924,0.0,97.0,0.0,8046.0,23416.0,188224.0,756175527.33,157773191.7,598402335.63,8725.0,13540.0,5110.0,949.0,1308480.44,1.52e-08,4833.0,277.0,1.4677e-06,0.5,0.66,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Wockhardt Limited,0.0,3.11,0.33,3.5289e-05,0.0,30.051,0.0,8738.84,61310.66,9019.11,494858.54,340999.2,153859.34,870.57,5580.841,4656.084,357261.0,761994.8,3.98e-07,4656.084,0.0,2.88621e-05,1.0,0.744,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
